conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02b6350e-433a-42b1-b620-92fc53b9a14d,skill/competence,cross-sector,operate remote sensing equipment,,"Set up and operate remote sensing equipment such as radars, telescopes, and aerial cameras in order to obtain information about Earth's surface and atmosphere."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02bbd0fb-b108-49a8-9c48-5b0c447d3fdf,skill/competence,occupation-specific,calculate stairs rise and run,,"Calculate the appropriate measures for the rise and run of each stair, taking into account the total height and depth of the stairs, any floor covering, and the range of stair measurements that allow comfortable use."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02bf9522-bd6e-4482-be03-1827483be21a,knowledge,sector-specific,first aid for animals,,"Animal emergency treatment, including the principles and aims of the provision of first aid treatment to animals."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02c1a369-f1e7-4f8e-8882-d7ded57f9cf4,skill/competence,sector-specific,empathize  with outdoor groups,,Identify the outdoor activities permitted or suited in an outdoor setting based on the group's needs.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02c462b7-b93b-44a7-ba3a-9d3b7a163f51,skill/competence,sector-specific,provide context to news stories,,Provide substantial context to national or international news stories to explain things in more detail.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02c71cde-f513-43da-8952-0974763c7568,knowledge,sector-specific,circuit diagrams,,"Read and comprehend circuit diagrams showing the connections between the devices, such as power and signal connections."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02c7caf4-4e8b-4745-8917-dbbd3af17c28,skill/competence,sector-specific,draw up artistic production,,File and document a production in all its phases right after the performance period so that it can be reproduced and all relevant information remains accessible.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02d5c52b-e7f9-4d8c-adc2-d0332f49535b,skill/competence,occupation-specific,install passenger service units,,Install PSUs in ceiling of an aircraft by using hand and power tools.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02d68c2b-1722-4440-8e25-376650e123c8,skill/competence,transversal,understand written Korean,,Read and comprehend written texts in Korean.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02e0b3e9-c9e0-4063-983b-b5a7697e0f78,skill/competence,sector-specific,keep records of bridge investigation findings,,Record in writing the results of bridge investigations and send them to the appropriate authorities; they may reveal that the condition of a bridge or its components affects its load capacity.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02e1ca57-0715-438b-886d-f0f938ac3efc,knowledge,occupation-specific,sand blasting machine parts,,"The various parts of a type of sand blasting machinery, their qualities and applications, such as a treadle, blast nozzle, dust collecter, filter, abrasive materials and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02e22093-3436-46a8-8dc5-b041bc4800cc,skill/competence,occupation-specific,create model,,Create a model in preparation for a work of art.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,skill/competence,sector-specific,follow control of substances hazardous to health procedures,,"Adhere to the Control of Substances Hazardous to Health (COSHH) procedures for activities that involve hazardous substances, such as bacteria, allergens, waste oil, paint or brake fluids that result in illness or injury."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02eeea19-76db-4d19-bb8b-a649c0fbe796,skill/competence,sector-specific,assess visual impact of displays,,analyze feedback from customers and co-workers on the visual impact of displays and showcases; implement changes where needed.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02f115d8-9e14-499c-97c1-f9eac282edc5,skill/competence,sector-specific,select glassware for serving,,Choose appropriate glassware for beverages and inspect glass quality and cleanliness.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03006fd3-254f-44bc-aa8f-dfe1c727463e,knowledge,sector-specific,cardiovascular system,,"The cardiovascular system including the anatomy, physiology, and pathophysiology of the circulatory system in health and disease."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0302f93a-0d38-4c00-bc37-eda17b6316ea,knowledge,sector-specific,biosecurity related to animals,,"Awareness of hygiene and bio-security measures when working with animals, including causes, transmission and prevention of diseases and use of policies, materials and equipment."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/030de41b-bb8b-4e4b-859c-9afd4c17605b,skill/competence,sector-specific,check information on prescriptions,,Verify the information on prescriptions from patients or from the doctor`s office ensuring that it is complete and accurate.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03134e63-81eb-439a-b6eb-7de49ae01bbd,skill/competence,sector-specific,assume responsibility for maintaining a safe ship environment,,Ensure a safe on board environment for crew and passengers.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/031bfd8d-af80-4606-b4bb-6de4d5da6249,skill/competence,sector-specific,follow hygienic practices in fishery operations,,Comply with the right regulations and practices for hygienically handling fishery related tasks and responsibilities in fishery operations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03227978-f839-4cc8-88a6-0a3c44d2c776,skill/competence,cross-sector,supervise work on design planning,,Supervise the work in progress at the design stage and on site.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032867c3-3c53-42ad-aabe-030eeb6292ab,skill/competence,cross-sector,measure trees,,"Take all relevant measurements of a tree: use a clinometer to gage the height, tape to measure the circumference, and increment borers and bark gages to estimate the growth rate."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0329ab41-3212-4e4f-8112-9e9ff5217f7b,skill/competence,occupation-specific,bend staves,,"Use various techniques to give the wooden planks the desired curve, such as softening the wood in steam tunnels and then replacing the working hoops with stronger hoops."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032a4ab8-1034-4541-8037-b2cdcc7fd19a,skill/competence,sector-specific,select music for performance,,"Select pieces of music for a live performance. Consider factors such as ensemble abilities, availability of scores and the need for musical variety."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032b0bed-22b1-456b-8009-91e6b838fe45,knowledge,sector-specific,geological mapping,,The technique used to create maps that clearly illustrate the geological features and rock layers of an area that may be useful for mining projects and geological explorations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03305638-bd08-410a-a960-f963ad89cce6,skill/competence,sector-specific,tend electron beam welding machine,,"Tend a metalworking machine designed to join metal pieces by use of an electron beam exuding a concentrated heat source, monitor and operate it according to regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03353964-657a-4737-9afc-1ca9ec04195b,skill/competence,sector-specific,inspect table settings,,"Control table settings in order to ensure a correct table setup, including cutlery and glassware."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0337c577-f837-4518-9263-b753c24f3a21,skill/competence,cross-sector,drive automatic car,,"Drive a vehicle operated under an automatic, or self-shifting, transmission system safely and according to regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/033d6175-fa43-4d75-8e2c-6df348ffa0c8,skill/competence,occupation-specific,prepare intravenous packs,,"Under a pharmacist`s supervision, add measured drugs or nutrients to intravenous solutions to prepare intravenous packs ensuring the process is done under sterile conditions."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03459358-3f0f-4b13-a143-890e2da798d3,skill/competence,occupation-specific,configure electronic equipment,,Ensure that electronic equipment is set up correctly.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,knowledge,sector-specific,Erlang,,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Erlang."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03500955-88a6-4c3d-a8c0-7594409dcff0,skill/competence,sector-specific,operate specialized  equipment in emergency,,"Operate equipment such as external defibrillators and bag-valve mask resuscitators, spinal and traction splints and intravenous drips in advanced life-support environments, taking electrocardiograms when required."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03520ff5-9e68-434b-91fa-3ced9c085159,skill/competence,occupation-specific,plan retail space,,Effectively distribute retail space allotted to particular categories.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03589d0d-a6f0-4d68-b5eb-dafbc6833efe,skill/competence,sector-specific,write leaflets,,Create flyers such as recruitment flyers in order to recruit people or publicity flyers in order to contribute to the development of publicity campaigns.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03598f35-15f1-41fa-bd8a-313e74523307,skill/competence,sector-specific,use jewelry  equipment,,"Handle, modify, or repair jewelry -making equipment such as jigs, fixtures, and hand tools such as scrapers, cutters, gougers, and shapers."
